
id,source,query,doi,url,title,author,year,keywords,series,venue,location,citations_number,paper_type,abstract,model_answer,model_explanation,version
743,Scopus,/Evidence Trustworthiness Assessment,10.1097/SLA.0000000000006408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201104966&doi=10.1097%2fSLA.0000000000006408&partnerID=40&md5=7e0a67141573303d63fcace456a79d2c,"A Randomized Crossover Trial Evaluating the Impact of Cultural Dexterity Training on Surgical Residents' Knowledge, Cross-Cultural Care, Skills, and Beliefs: The Provider Awareness and Cultural Dexterity Training for Surgeons (PACTS) Trial",Smink D.S.; Ortega G.; Dacier B.M.; Petrusa E.R.; Chen Y.-J.; Shaikh N.Q.; Allar B.G.; Chun M.B.J.; Green A.R.; Caldwell K.E.; Atkinson R.B.; Reidy E.; Olufajo O.A.; Britt L.D.; Brittain M.A.; Zárate Rodriguez J.; Swoboda S.M.; Cornwell E.E.; Lynch K.A.; Wise P.E.; Harrington D.T.; Kent T.S.; Mullen J.T.; Lipsett P.A.; Haider A.H.,2024,cultural dexterity; health equity; surgical disparities; surgical education,,Annals of Surgery,,1,Article,"Objectives: This trial examines the impact of the Provider Awareness and Cultural dexterity Toolkit for Surgeons (PACTS) curriculum on surgical residents' knowledge, cross-cultural care, skills, and beliefs. Background: Cross-cultural training of providers may reduce health care outcome disparities, but its effectiveness in surgical trainees is unknown. Methods: PACTS focuses on developing skills needed for building trust, working with patients with limited English proficiency, optimizing informed consent, and managing pain. The PACTS trial was a randomized crossover trial of 8 academic general surgery programs in the United States: The Early group (""Early"") received PACTS between periods 1 and 2, while the Delayed group (""Delayed"") received PACTS between periods 2 and 3. Residents were assessed preintervention and postintervention on Knowledge, Cross-Cultural Care, Self-Assessed Skills, and Beliefs. χ2 and Fisher exact tests were conducted to evaluate within-intervention and between-intervention group differences. Results: Of 406 residents enrolled, 315 were exposed to the complete PACTS curriculum. Early residents' Cross-Cultural Care (79.6%-88.2%, P<0.0001), Self-Assessed Skills (74.5% - 85.0%, P<0.0001), and Beliefs (89.6%-92.4%, P=0.0028) improved after PACTS; knowledge scores (71.3%-74.3%, P=0.0661) were unchanged. Delayed resident scores pre-PACTS to post-PACTS showed minimal improvements in all domains. When comparing the 2 groups in period 2, Early residents had modest improvement in all 4 assessment areas, with a statistically significant increase in Beliefs (92.4% vs 89.9%, P=0.0199). Conclusions: The PACTS curriculum is a comprehensive tool that improved surgical residents' knowledge, preparedness, skills, and beliefs, which will help with caring for diverse patient populations.  © 2024 Wolters Kluwer Health, Inc. All rights reserved.",No,,prompt-CoT
11994,DBLP,information truth,10.1109/ACC.2000.877046,https://doi.org/10.1109/ACC.2000.877046,Determining track loss without truth information for distributed target tracking applications.,Lucy Y. Pao:::Weerawat Khawsuk,2000,,,/ ACC,,111,,No abstract found,No,,prompt-CoT
2767,Scopus,/Information Authenticity Metric,10.1007/978-3-031-16836-9_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145769865&doi=10.1007%2f978-3-031-16836-9_1&partnerID=40&md5=198b2b79e951cd670d7cb98063eee377,Introduction,Moore R.W.,2023,,,"Synthesis Lectures on Information Concepts, Retrieval, and Services",,0,Book chapter,"Archives manage communication with the future. This requires saving information that is needed to understand the authenticity of each record. Genealogies depend on the parsing of communication from the past that do not have an associated context. The solution is to mine the communications for relationships between information elements, construct a database, and evaluate the properties of Consistency, Correctness, Closure, Connectivity, Completeness, and Coherence. This book defines relevant metrics for genealogies and uses the results to build a Genealogical History of the Modern World. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",No,,prompt-CoT
12133,Scopus,/Information Veracity Assessment,10.1068/p230075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028320868&doi=10.1068%2fp230075&partnerID=40&md5=64d6048dda016246858e4b0bf01b51be,Visual processing of facial distinctiveness.,Benson P.J.; Perrett D.I.,1994,,,Perception,,99,Article,"Three experiments are reported in which the role of facial distinctiveness in linedrawing representations of famous faces has been examined. In the first subjects were asked to select their impressions of best likeness interactively from a continuous range of drawings generated in real-time. On average, 42% of caricatures were considered to be the best likeness of famous individuals. The distinctiveness of the target faces related by independent observers correlated with the degree of exaggeration faces received to produce an optimal likeness. More distinctive faces required less caricaturing. In the second experiment caricature levels chosen as best likenesses were investigated. Caricatures of famous faces were recognised more quickly (by 36% of subjects) and more accurately (by 28%) than the true veridical drawings. Thus caricature enhancement can improve recognition in terms of both speed and accuracy. In the third experiment the role of distinctiveness and its interaction with external and internal facial features was investigated. The external (outer) hairline present in the previous experiment was found to provide a powerful frame of reference for the perceptual assessment of individuals' appearances; estimations of best likeness without external features present were, on average, veridical. It is concluded that accurate line drawings of even highly familiar faces are poor at conveying identity. Distinctiveness enhancement improves their likeness and their recognisability. Such caricatured drawings provide improved access to memories of famous faces, which lends strong support to models of human-face memory and processing based on norm-based coding. When required to decide upon the veracity of line drawings based only upon internal features subjects were able to make accurate judgments of veridicality. As well as validating the interaction approach to best-likeness judgments, this result further indicates the difficulty in making judgments of identification based on piecemeal and sparse configural information.",No,,prompt-CoT
1043,Scopus,/Information Authenticity Detection,10.1016/j.dib.2024.110532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194307890&doi=10.1016%2fj.dib.2024.110532&partnerID=40&md5=b3516c86dd8bb86462d96d8e09211813,Gas chromatography ion mobility spectrometry (GC-IMS) dataset of honey samples with different botanical origins,Christmann J.; Rohn S.; Weller P.,2024,Chemometrics; Food fraud detection; Multivariate data analysis; Non-target screening; Volatile organic compounds,,Data in Brief,,1,Data paper,"Gas chromatography ion mobility spectrometry (GC-IMS) is a robust and sensitive benchtop technique commonly used for non-target screening of volatile organic compounds. It has been applied to authenticity analysis by generating characteristic “fingerprints” of food samples, well suited for chemometric data analysis. This dataset contains headspace GC-IMS spectra from 50 monofloral honey samples from three different botanical origins, 18 acacia honeys (Robinia pseudoacacia), 19 canola honeys (Brassica napus) and 18 honeydew honeys (forest flowers). Honeys were sourced from the beekeepers directly or obtained from governmental food inspectors from Baden-Wuerttemberg, Germany. Authenticity was confirmed by pollen analysis in the framework of the official control of foodstuffs. The data was acquired using a setup based on an Agilent 6890N gas chromatograph (Agilent Technologies, Palo Alto, CA) and an OEM Standalone IMS cell from G.A.S Sensorsysteme m. b. H. (Dortmund, Germany). All samples were recorded in duplicates and spectra are presented as raw data in the .mea file format. The dataset is available on Mendeley Data: https://data.mendeley.com/datasets/jxj2r45t2x. © 2024 The Author(s)",No,,prompt-CoT
9897,Scopus,/Evidence Authenticity Detection,10.1109/ICASSP.2012.6288237,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864034865&doi=10.1109%2fICASSP.2012.6288237&partnerID=40&md5=3fd2b3249ceeac96c3bf11eca67152c9,Forensics vs. anti-forensics: A decision and game theoretic framework,Stamm M.C.; Lin W.S.; Liu K.J.R.,2012,Anti-Forensics; Digital Forensics; Game Theory; Video Compression,,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",,51,Conference paper,"In order to combat the spread of digital forgeries, researchers have developed a variety of forensic techniques to verify the authenticity of digital multimedia files. Though many of these techniques can reliably detect traditional forgeries, recent research has shown that they can easily be fooled by anti-forensic operations designed to hide evidence of forgery. In response, new forensic techniques have been developed to detect the use of anti-forensics. In light of this, there is now a need to develop a theoretical understanding of the interactions between a forger using anti-forensics and a forensic investigator. In this paper, we propose techniques to evaluate the performance of anti-forensic algorithms along with a game theoretic framework for analyzing the interplay between forensics and anti-forensics. Furthermore, we propose a new automatic video frame deletion detection technique along with a technique to detect the use of video anti-forensics. We evaluate these techniques using our proposed analytical framework. © 2012 IEEE.",No,,prompt-CoT
699,Scopus,/Evidence Trustworthiness Assessment,10.1016/j.techfore.2024.123247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183980582&doi=10.1016%2fj.techfore.2024.123247&partnerID=40&md5=c0eab33e3f02c3f59d1c41b6c598d48b,Factors affecting performance expectancy and intentions to use ChatGPT: Using SmartPLS to advance an information technology acceptance framework,Camilleri M.A.,2024,AI Chatbot; Chat Generative Pre-Trained Transformer; ChatGPT; Information Adoption Model; Natural language generation; Unified Theory of Acceptance and use of Technology,,Technological Forecasting and Social Change,,28,Article,"Few studies have explored the use of artificial intelligence-enabled (AI-enabled) large language models (LLMs). This research addresses this knowledge gap. It investigates perceptions and intentional behaviors to utilize AI dialogue systems like Chat Generative Pre-Trained Transformer (ChatGPT). A survey questionnaire comprising measures from key information technology adoption models, was used to capture quantitative data from a sample of 654 respondents. A partial least squares (PLS) approach assesses the constructs' reliabilities and validities. It also identifies the relative strength and significance of the causal paths in the proposed research model. The findings from SmartPLS4 report that there are highly significant effects in this empirical investigation particularly between source trustworthiness and performance expectancy from AI chatbots, as well as between perceived interactivity and intentions to use this algorithm, among others. In conclusion, this contribution puts forward a robust information technology acceptance framework that clearly evidences the factors that entice online users to habitually engage with text-generating AI chatbot technologies. It implies that although they may be considered as useful interactive systems for content creators, there is scope to continue improving the quality of their responses (in terms of their accuracy and timeliness) to reduce misinformation, social biases, hallucinations and adversarial prompts. © 2024 The Author(s)",No,,prompt-CoT
2554,Scopus,/Information Authenticity Detection,10.1007/s10489-022-04421-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146858130&doi=10.1007%2fs10489-022-04421-3&partnerID=40&md5=c93ceb9cb681357f5b2ec3ec4eb68b45,Multi-scale attention context-aware network for detection and localization of image splicing: Efficient and robust identification network,Ren R.; Niu S.; Jin J.; Zhang J.; Ren H.; Zhao X.,2023,Image forensic systems; Information security; Novel dataset; Splicing detection,,Applied Intelligence,,5,Article,"Nowadays, advanced image editing tools and techniques produce more realistic tampered images, especially the addition of intelligent retouching technology makes the threshold of tampered operations lower and lower, which can easily evade image forensic systems and make it more difficult to verify the authenticity of images. The field of forensics has failed to achieve effective development due to the lack of high-quality splicing datasets. In this paper, we present the SMI20K-the first benchmark dataset for image splicing operations under intelligent tampered techniques, which contains a total of 20,000 splicing tampered images. By combining Seamless Cloning and image similarity search techniques, the tampered images have more hidden manipulation traces, making it difficult for the naked eye to distinguish the tampered targets. SMI20K brings a new challenge to the field of image forensics. Furthermore, we propose the novel Multi-scale Attention Context-aware Network (MAC-Net) to address the novel challenge of image tampered presently. Specifically, we propose a Multi-scale Multi-level Attention Module (MMAM) that not only effectively resolves feature inconsistencies at different scales, but also automatically adjusts the coefficients of the original input features to maintain detailed features. The fused features are then fed to the proposed Multi-Branch Global Context Module (MGCM), it has three different branches that not only enriches the contextual information but also maintains the detailed features of the target through automatic coefficient adjustment. Extensive experimental results on three public datasets and the proposed dataset show that the proposed model outperforms other state-of-the-art (SOTA) models in image forgery localization. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",No,,prompt-CoT
9602,Scopus,/Information Authenticity Evaluation,10.1016/j.pec.2013.04.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880327010&doi=10.1016%2fj.pec.2013.04.014&partnerID=40&md5=7c0d9942118bfbdeb50cfb32333195e3,Artificial intelligence and immediacy: Designing health communication to personally engage consumers and providers,Kreps G.L.; Neuhauser L.,2013,Artificial intelligence; Consumer engagement; Crohn's disease; Health communication; Immediacy; Participatory design,,Patient Education and Counseling,,71,Article,"Objective: We describe how ehealth communication programs can be improved by using artificial intelligence (AI) to increase immediacy. Methods: We analyzed major deficiencies in ehealth communication programs, illustrating how programs often fail to fully engage audiences and can even have negative consequences by undermining the effective delivery of information intended to guide health decision-making and influence adoption of health-promoting behaviors. We examined the use of AI in ehealth practices to promote immediacy and provided examples from the ChronologyMD project. Results: Strategic use of AI is shown to help enhance immediacy in ehealth programs by making health communication more engaging, relevant, exciting, and actionable. Conclusion: AI can enhance the ""immediacy"" of ehealth by humanizing health promotion efforts, promoting physical and emotional closeness, increasing authenticity and enthusiasm in health promotion efforts, supporting personal involvement in communication interactions, increasing exposure to relevant messages, reducing demands on healthcare staff, improving program efficiency, and minimizing costs. Practice implications: User-centered AI approaches, such as the use of personally involving verbal and nonverbal cues, natural language translation, virtual coaches, and comfortable human-computer interfaces can promote active information processing and adoption of new ideas. Immediacy can improve information access, trust, sharing, motivation, and behavior changes. © 2013 Elsevier Ireland Ltd.",No,,prompt-CoT
9551,Scopus,/Evidence Trustworthiness Measurement,10.1109/TrustCom.2013.183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893462001&doi=10.1109%2fTrustCom.2013.183&partnerID=40&md5=e60ba49f9676991950a9253883674f68,A trusted remote attestation model based on trusted computing,Yu Y.; Wang H.; Liu B.; Yin G.,2013,integrity report; remote attestation; secure channel; trusted computing,,"Proceedings - 12th IEEE International Conference on Trust, Security and Privacy in Computing and Communications, TrustCom 2013",,10,Conference paper,"Traditional security protocols can not be trusted in some application scenarios of high security level because the endpoints integrity is ignored. In this paper, we propose a novel trusted remote attestation model which combines the secure channel and the integrity measurement architecture of trusted computing. We design and implement a prototype system based on a mature security protocol, Transport Layer Security (TLS) protocol, integrated with integrity report provided by trusted platform module (TPM). The TLS protocol guarantees the security of data exchange process and the integrity report of TPM provides the evidence about the trustworthiness and the security state of the communication endpoints. Compared by traditional approaches, our method is more efficient and can be deployed in large scale systems easily. © 2013 IEEE.",No,,prompt-CoT
372,ACM,Information Trustworthiness Assessment,10.1145/3686038.3686062,https://doi.org/10.1145/3686038.3686062,LOOM: a Privacy-Preserving Linguistic Observatory of Online Misinformation,"Clos, Jeremie and McClaughlin, Emma and Barnard, Pepita and Tom, Tino and Yajaman, Sudarshan",2024,,TAS '24,Proceedings of the Second International Symposium on Trustworthy Autonomous Systems,"Austin, TX, USA",0,,"Online misinformation is an ever-growing challenge that can have a negative impact on individuals, societies, and democracies. We report on LOOM, a project that aims to build and validate a browser-based tool to detect and respond to misinformation in a trustworthy and privacy-preserving manner to protect end users and build public resilience to untrustworthy content. LOOM uses natural language processing techniques to detect and flag linguistic misinformation markers for end users in real time, whilst preserving the end-to-end encryption that protects the privacy and security of their online browsing and communication activities. We applied a citizen science framework to test the tool as an intervention to build user resilience to false information content and assess their trust in the tool. Feedback from participants indicates that the tool has the potential to improve user awareness of subtle language cues associated with misinformation and to help them critically evaluate the information they encounter. Overall, our experiment indicates a demand for tools to combat misinformation, but also highlights the challenges in creating a tool that is both effective and user-friendly.",No,,prompt-CoT
7766,Scopus,/Evidence Trustworthiness Measurement,10.1007/s11684-017-0524-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019220444&doi=10.1007%2fs11684-017-0524-9&partnerID=40&md5=6c22fb55db4ca62ad8255dbb99732efc,Quality and readability of online information resources on insomnia,Ma Y.; Yang A.C.; Duan Y.; Dong M.; Yeung A.S.,2017,cognitive behavioral therapy; health literacy; information quality; insomnia; internet; readability; treatment,,Frontiers of Medicine,,10,Article,"The internet is a major source for health information. An increasing number of people, including patients with insomnia, search for remedies online; however, little is known about the quality of such information. This study aimed to evaluate the quality and readability of insomnia-related online information. Google was used as the search engine, and the top websites on insomnia that met the inclusion criteria were evaluated for quality and readability. The analyzed websites belonged to nonprofit, commercial, or academic organizations and institutions such as hospitals and universities. Insomnia-related websites typically included definitions (85%), causes and risk factors (100%), symptoms (95%), and treatment options (90%). Cognitive behavioral therapy for insomnia (CBT-I) was the most commonly recommended approach for insomnia treatment, and sleep drugs are frequently mentioned. The overall quality of the websites on insomnia is moderate, but all the content exceeded the recommended reading ease levels. Concerns that must be addressed to increase the quality and trustworthiness of online health information include sharing metadata, such as authorship, time of creation and last update, and conflicts of interest; providing evidence for reliability; and increasing the readability for a layman audience. © 2017, Higher Education Press and Springer-Verlag Berlin Heidelberg.",No,,prompt-CoT
7100,Scopus,/Evidence Trustworthiness Assessment,10.1037/qup0000090,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058378344&doi=10.1037%2fqup0000090&partnerID=40&md5=d09424c568724a2cd16c84e56ff40387,How trust grows: Teenagers' accounts of forming trust in youth program staff,Griffith A.N.; Larson R.W.; Johnson H.E.,2018,Adolescence; Youth development; Youth programs; Youth-adult relationships,,Qualitative Psychology,,19,Article,"Trust is a critical ingredient to young people's experience of effective learning relationships with youth program leaders. Youth's trust typically follows trajectories that grow over time spent in a program through interactions with leaders. We interviewed 108 ethnically diverse youth (mean age: 15.7; range = 12-19 years) at 13 project-based programs (arts, leadership, technology) to obtain their accounts of experiences that increased their trust. Qualitative analyses were used to capture the specific, varied processes youth described. Findings identified 11 sequences of trust-growth, each entailing a distinct type of leader action in a specific context, leading to distinct youth evaluative processes. These fit into 3 overarching categories representing different types of youth experiences with the leader: (a) the leader provided support to youth's work on their project, (b) the leader interacted with youth as a whole person with goals, needs and interests beyond the program, and (c) youth observed and evaluated leaders from a bird's-eye view. Theoretical analyses across the processes led to 4 propositions about how youth's trust grows. First, project-based programs provide rich and varied affordances for leaders to foster youth's trust-growth. Second, trust-growth often stems from leaders' attuned responses to situations when youth experience vulnerability. Third, trust develops when leaders' actions align with youth's goals and empowerment. Fourth, youth's appraisals of trustworthiness involves discerning assessments of leaders over time; these included youth compiling evidence from multiple experiences and employing multiple criteria. The findings lead to recommendations on how trust can be cultivated in youth-staff relationships. © 2017 American Psychological Association.",No,,prompt-CoT
4575,Scopus,/Claim Veracity Detection,10.1145/3459637.3482026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119176133&doi=10.1145%2f3459637.3482026&partnerID=40&md5=64b3fb84f6b676ecb392328691bd318e,"Fake News, Disinformation, Propaganda, and Media Bias",Nakov P.; Da San Martino G.,2021,disinformation; fact-checking; factuality; fake news; media bias; misinformation; propaganda; veracity,,"International Conference on Information and Knowledge Management, Proceedings",,6,Conference paper,"The rise of Internet and social media changed not only how we consume information, but it also democratized the process of content creation and dissemination, thus making it easily available to anybody. Despite the hugely positive impact, this situation has the downside that the public was left unprotected against biased, deceptive, and disinformative content, which could now travel online at breaking-news speed and allegedly influence major events such as political elections, or disturb the efforts of governments and health officials to fight the ongoing COVID-19 pandemic. The research community responded to the issue, proposing a number of inter-connected research directions such as fact-checking, disinformation, misinformation, fake news, propaganda, and media bias detection. Below, we cover the mainstream research, and we also pay attention to less popular, but emerging research directions, such as propaganda detection, check-worthiness estimation, detecting previously fact-checked claims, and multimodality, which are of interest to human fact-checkers and journalists. We further cover relevant topics such as stance detection, source reliability estimation, detection of persuasion techniques in text and memes, and detecting malicious users in social media. Moreover, we discuss large-scale pre-trained language models, and the challenges and opportunities they offer for generating and for defending against neural fake news. Finally, we explore some recent efforts aiming at flattening the curve of the COVID-19 infodemic. © 2021 ACM.",No,,prompt-CoT
1829,Scopus,/Information Authenticity Verification,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187416686&partnerID=40&md5=82df28b3fa309e0bdb930effe5eb6aa2,Time Synchronized Decentralized Contextual Attribute and Doubling Kohel Signature Access Control for Information Centric Networks,Chandra A.T.; Rajashekara M.S.,2024,Contextual Attribute Assignment; Digital Signature; Doche– Icart–Kohel; Doubling-oriented; Information Centric Network; Time Windows Synchronization,,International Journal of Intelligent Systems and Applications in Engineering,,0,Article,"The internet applications of present data are immensely compassionate and on the other hand, users are found to be more specific about the desired content speed upon comparison to their location being accessed. In such circumstances the targeted users have to be provided finer if the intrinsic network permits to acquire the content being requested without as a matter of course depending on the existing producer of the data. Obviously, both authenticity and security require to be maintained for such types of data being retrieved. The Information Centric Networking (ICN) is intended to validate data access from anywhere taking into account all the requisite safety measures. The ICN is concentrated on minimizing content delivery latency and improving throughput by validating data from any data store upon comparison with the data producers. For the purpose of doing so, numerous changes in the prevailing Internet archi tecture like decentralized contextual attribute, unique content naming, access control, digital signature, etc. In this work a method called, Time Synchronized Decentralized Contextual Attribute and Doubling Kohel Signature-based access control (TSDCA-DKS) for Information Centric Networks is proposed. The TSDCA-DKS method is split into two sections, namely, Contextual Attribute Assignment using time windows synchronization and digital signature generation using Doubling-oriented Doche–Icart–Kohel model. The validation of the decrypted contextual input vector attribute guarantees data integrity, where the signer or the employer public key is used to ensure authenticity. The proposed method takes shorter access request processing time for the entire signature operation, including signing and verification, compared to other traditional methods. The implementation results of the proposed method manifested encouraging performance in terms of accuracy and robustness. The results confirmed that the proposed method is significant and efficient for employee’s role within an organization and the resources to which they have access to. © 2024, Auricle Global Society of Education and Research. All rights reserved.",No,,prompt-CoT
3419,Scopus,/Claim Authenticity Verification,10.1007/s12205-022-2181-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133283366&doi=10.1007%2fs12205-022-2181-z&partnerID=40&md5=29ffe3e322b41aa25ef5e092576e4b76,Blockchain-Based Automatic Tracking and Extracting Construction Document for Claim and Dispute Support,Kim E.W.; Park M.S.; Kim K.; Kim K.J.,2022,Authenticity verification; Claim & dispute support; Computer application; Construction management; Document tracking; Permissioned blockchain,,KSCE Journal of Civil Engineering,,10,Article,"During a long-term construction project, numerous stakeholders participate and collaborate with each other. In such scenario, the processes of creating, storing, and managing project documents are highly complicated. Due to the nature of the construction projects, problems arise in document management such as loss of documents and difficulties in tracking, which can result in claim failure and huge damage. This study proposes a method to efficiently record, search, and manage construction documents that can protect legal rights in preparation for claims/disputes. This study designed a system that can generate, transfer, and synchronize blocks based on email communication whenever an event occurs. It also provides functions such as document search, history tracking, automatic extraction of related document, and authenticity verification for document management. The findings of the study have established that reliability of documents is secured during the recording, storing, and managing processes, and thus claim- and dispute-supporting tasks are supported. © 2022, Korean Society of Civil Engineers.",No,,prompt-CoT
829,Scopus,/Fact Checking Authenticity Metric,10.1108/DLP-06-2023-0043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182840639&doi=10.1108%2fDLP-06-2023-0043&partnerID=40&md5=722565846c1919394172daa5ac1fff29,A study of social visibility and engagement of world-renowned libraries on Twitter,Wani Z.A.; Ahmad M.,2024,Libraries; Multimedia content; Social media; Tweet types; Twitter; User engagement,,Digital Library Perspectives,,0,Article,"Purpose: The purpose of this study is to investigate how libraries use Twitter as a social media platform and examine the tweets they post, including multimedia content such as images and video clips. The study also aims to analyse the relationship between post types and user engagement and evaluate the effects of post features, such as multimedia content, on user engagement. Design/methodology/approach: The methodology of the study involved three phases. In Phase 1, a review of related literature was conducted to develop a holistic approach for the study. In Phase 2, official Twitter handles of selected libraries were identified and verified for authenticity using various methods, including cross-checking with library websites. During Phase 3, data was collected from the Twitter handles. The data was then tabulated and interpreted to achieve the set objectives of the study. Findings: The paper examined the tweets posted by select libraries on Twitter and their impact on user engagement. The study found that most tweets were related to library resources/collection and announcements, followed by events hosted by libraries. Emotionally inspiring posts and daily facts were also commonly posted. The findings also showed that including images in tweets resulted in higher levels of user engagement than video clips did. The study suggests that incorporating images fosters engagement and boosts retweets, while watching a video takes more effort and time. Practical implications: The practical implications of the study can provide insights into the tweets that generate user engagement, which can help libraries tailor their social media strategies to attract and retain more followers. The paper can help libraries measure the success of their social media activities by evaluating user engagement metrics. Originality/value: The originality/ value of the study lies in its examination of how libraries use Twitter as a social media platform, including the tweets they post and the impact of multimedia content on user engagement. While previous studies have examined the use of social media by libraries, this study focuses specifically on Twitter and provides a detailed analysis of the tweets that generate user engagement. © 2024, Emerald Publishing Limited.",No,,prompt-CoT
4955,Scopus,/Information Authenticity Evaluation,10.1515/itit-2018-0019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101280098&doi=10.1515%2fitit-2018-0019&partnerID=40&md5=aa32fb09e42338c5e8b30f46c07fe95d,On-chain vs. off-chain storage for supply-and blockchain integration,Hepp T.; Sharinghousen M.; Ehret P.; Schoenhals A.; Gipp B.,2021,blockchain; decentralized storage system; supply chain,,IT - Information Technology,,55,Article,"Supply chains are the basis of most everyday life products. Both data integrity and authenticity of related information have severe implications for quality and safety of end-products. Hence, tamper-proof storage is necessary that prevents unauthorized modifications. We examine peer-reviewed blockchain technologies according to four criteria relevant to supply chains: On-chain storage, off-chain storage, verification cost and secure data sharing. Our evaluation yields an overview of concepts for modeling supply chain processes and points out that on-chain storage is currently not practical.  © 2018 Walter de Gruyter GmbH, Berlin/Boston 2018.",No,,prompt-CoT
7292,Scopus,/Information Trustworthiness Assessment,10.1109/TNNLS.2017.2711028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023782782&doi=10.1109%2fTNNLS.2017.2711028&partnerID=40&md5=d42f6ea79559f7893161372a35f0ea4a,Robust and efficient boosting method using the conditional risk,Xiao Z.; Luo Z.; Zhong B.; Dang X.,2018,AdaBoosting; classification; conditional risk; exponential loss; label noise; overfitting; robustness,,IEEE Transactions on Neural Networks and Learning Systems,,12,Article,"Well known for its simplicity and effectiveness in classification, AdaBoost, however, suffers from overfitting when class-conditional distributions have significant overlap. Moreover, it is very sensitive to noise that appears in the labels. This paper tackles the above limitations simultaneously via optimizing a modified loss function (i.e., the conditional risk). The proposed approach has the following two advantages. First, it is able to directly take into account label uncertainty with an associated label confidence. Second, it introduces a trustworthiness measure on training samples via the Bayesian risk rule, and hence the resulting classifier tends to have finite sample performance that is superior to that of the original AdaBoost when there is a large overlap between class conditional distributions. Theoretical properties of the proposed method are investigated. Extensive experimental results using synthetic data and real-world data sets from UCI machine learning repository are provided. The empirical study shows the high competitiveness of the proposed method in predication accuracy and robustness when compared with the original AdaBoost and several existing robust AdaBoost algorithms. © 2012 IEEE.",No,,prompt-CoT
4612,Scopus,/Evidence Authenticity Assessment,10.1186/s12872-021-02016-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105170194&doi=10.1186%2fs12872-021-02016-3&partnerID=40&md5=2d80b501a04ea73c8cac7514260386e9,An Aboriginal and Torres Strait Islander Cardiac Rehabilitation program delivered in a non-Indigenous health service (Yeddung Gauar): a mixed methods feasibility study,Freene N.; Brown R.; Collis P.; Bourke C.; Silk K.; Jackson A.; Davey R.; Northam H.L.,2021,Cardiovascular disease; Coronary heart disease; Cultural safety; Health workforce; Indigenous health; Prevention,,BMC Cardiovascular Disorders,,6,Article,"Background: There is limited evidence of Aboriginal and Torres Strait Islander people attending cardiac rehabilitation (CR) programs despite high levels of heart disease. One key enabler for CR attendance is a culturally safe program. This study evaluates improving access for Aboriginal and Torres Strait Islander women to attend a CR program in a non-Indigenous health service, alongside improving health workforce cultural safety. Methods: An 18-week mixed-methods feasibility study was conducted, with weekly flexible CR sessions delivered by a multidisciplinary team and an Aboriginal and/or Torres Strait Islander Health Worker (AHW) at a university health centre. Aboriginal and Torres Strait Islander women who were at risk of, or had experienced, a cardiac event were recruited. Data was collected from participants at baseline, and at every sixth-session attended, including measures of disease risk, quality-of-life, exercise capacity and anxiety and depression. Cultural awareness training was provided for health professionals before the program commenced. Assessment of health professionals’ cultural awareness pre- and post-program was evaluated using a questionnaire (n = 18). Qualitative data from participants (n = 3), the AHW, health professionals (n = 4) and referrers (n = 4) was collected at the end of the program using yarning methodology and analysed thematically using Charmaz’s constant comparative approach. Results: Eight referrals were received for the CR program and four Aboriginal women attended the program, aged from 24 to 68 years. Adherence to the weekly sessions ranged from 65 to 100%. At the program’s conclusion, there was a significant change in health professionals’ perception of social policies implemented to ‘improve’ Aboriginal people, and self-reported changes in health professionals’ behaviours and skills. Themes were identified for recruitment, participants, health professionals and program delivery, with cultural safety enveloping all areas. Trust was a major theme for recruitment and adherence of participants. The AHW was a key enabler of cultural authenticity, and the flexibility of the program contributed greatly to participant perceptions of cultural safety. Barriers for attendance were not unique to this population. Conclusion: The flexible CR program in a non-Indigenous service provided a culturally safe environment for Aboriginal women but referrals were low. Importantly, the combination of cultural awareness training and participation in the program delivery improved health professionals’ confidence in working with Aboriginal people. Trial registration: Australian New Zealand Clinical Trials Registry (ANZCTR) 12618000581268, http://www.ANZCTR.org.au/ACTRN12618000581268.aspx, registered 16 April 2018. © 2021, The Author(s).",No,,prompt-CoT
